speed,rpm,throttle,engine_load,maf,engine_temp,oil_pressure,battery_voltage,fuel_level,tp_fl,tp_fr,tp_rl,tp_rr,prediction,anomaly_score,is_anomaly
127.5,3532.0,54.7,75.7,55.5,90.9,43.4,13.91,84.9,31.8,32.4,31.7,31.8,-1,-0.6240329945371899,True
119.2,3741.0,59.7,80.9,54.3,91.5,42.3,13.99,85.1,32.4,32.0,31.9,32.2,-1,-0.6239982106888852,True
121.6,3793.0,59.9,81.3,55.9,90.4,42.0,13.94,84.9,32.3,32.3,31.7,32.4,-1,-0.6239912140407233,True
113.2,3578.0,52.4,72.7,50.7,90.9,41.9,13.99,84.9,32.1,31.6,32.4,32.3,-1,-0.6239627894764167,True
116.4,3758.0,56.6,74.8,55.0,89.1,43.5,13.98,85.1,31.9,31.8,31.7,32.3,-1,-0.6239488821798682,True
60.2,2263.0,19.3,36.6,21.8,88.7,41.6,13.91,85.1,31.7,32.4,32.4,32.3,-1,-0.623928219626545,True
119.6,3739.0,57.0,78.3,54.9,88.8,42.0,13.94,84.9,32.2,31.6,31.6,32.2,-1,-0.6238991210303314,True
112.4,3613.0,54.1,73.0,50.7,89.0,43.3,13.9,84.9,31.9,31.6,32.3,31.7,-1,-0.6238578451818859,True
127.7,3490.0,51.4,70.8,51.9,91.4,42.2,13.95,85.1,32.3,32.4,31.7,31.9,-1,-0.623857520778856,True
123.3,3745.0,59.4,77.4,55.6,88.7,43.0,13.9,85.1,32.4,32.1,31.6,32.1,-1,-0.6237118065447076,True
126.6,3724.0,60.6,80.2,58.3,91.3,42.8,13.9,85.0,31.9,32.2,32.3,32.4,-1,-0.6236844538172732,True
9.3,1076.0,3.2,3.8,7.3,90.8,43.4,13.93,85.1,32.4,31.7,31.6,31.6,-1,-0.623552120664794,True
120.8,3774.0,59.9,79.1,55.0,88.5,43.1,13.95,84.9,31.8,31.9,31.8,32.4,-1,-0.6234278702949572,True
123.7,3763.0,60.2,79.9,57.5,91.1,41.8,13.99,85.0,31.9,31.7,31.6,31.8,-1,-0.6233233123670299,True
110.4,3700.0,54.6,74.7,49.9,88.6,42.9,13.9,85.1,32.3,31.6,32.0,31.8,-1,-0.6232261635136183,True
121.4,3713.0,59.7,80.7,56.7,91.1,43.1,13.9,85.1,32.4,32.3,32.0,31.8,-1,-0.6231699041709705,True
125.5,3774.0,61.7,82.2,58.9,89.4,42.7,13.99,85.1,32.4,31.8,31.9,32.1,-1,-0.6230365916553858,True
121.6,3700.0,59.7,80.2,57.3,89.1,43.1,13.92,85.0,31.7,31.6,32.3,32.2,-1,-0.6230068784180557,True
119.2,3743.0,58.0,77.2,55.6,88.5,41.6,13.97,84.9,32.3,32.1,32.3,31.7,-1,-0.6229973364768144,True
124.1,3712.0,61.4,79.0,56.3,89.2,42.9,13.9,85.0,31.6,31.8,31.9,32.4,-1,-0.6229931363960793,True
14.5,1343.0,8.8,17.6,10.9,88.5,42.8,13.99,84.9,32.3,32.3,31.6,32.3,-1,-0.622991023183625,True
3.6,1079.0,2.1,13.4,6.3,88.6,42.7,13.92,85.1,32.3,31.8,32.3,32.4,-1,-0.622936293394758,True
4.9,1080.0,3.0,13.3,7.1,89.1,41.9,13.91,85.1,31.6,31.9,32.2,31.6,-1,-0.6229267168091323,True
123.3,3745.0,60.0,80.6,57.7,89.3,42.1,13.9,85.0,32.1,31.6,31.6,31.7,-1,-0.6228537809432014,True
124.6,3705.0,61.5,80.1,55.6,91.5,42.0,13.91,85.0,32.3,32.4,31.9,32.3,-1,-0.6227808515871894,True
127.4,3533.0,54.9,75.5,54.6,91.4,42.7,13.93,85.1,32.2,32.4,31.7,31.8,-1,-0.6227631993488872,True
24.1,1392.0,5.4,8.6,12.3,89.1,43.2,13.9,84.9,32.3,32.3,32.4,32.2,-1,-0.6227076035709838,True
4.8,1022.0,3.5,12.9,8.2,91.0,43.4,13.99,85.1,32.2,31.8,32.4,32.4,-1,-0.6226964107841416,True
121.2,3773.0,60.0,81.8,57.3,88.8,42.1,13.9,85.0,32.4,32.3,32.2,32.2,-1,-0.6226092298229269,True
114.3,3793.0,56.0,75.2,51.8,88.6,41.6,13.92,85.0,31.7,31.8,32.2,32.4,-1,-0.6225904365616278,True
7.3,1084.0,2.7,7.0,8.4,91.3,41.6,13.98,85.1,31.7,32.4,32.3,32.0,-1,-0.6224831004384157,True
117.9,3704.0,57.6,77.9,55.4,90.5,41.7,13.91,85.1,32.4,32.1,32.2,32.3,-1,-0.6224573713846477,True
115.0,3697.0,55.8,75.6,52.1,91.3,42.1,13.97,85.1,32.4,31.7,32.1,31.6,-1,-0.6223058486778452,True
113.5,3722.0,56.3,73.6,54.8,91.2,41.9,13.96,85.1,31.8,31.8,32.1,32.4,-1,-0.6222913210691198,True
123.4,3589.0,56.5,76.9,55.7,88.6,42.0,13.91,84.9,32.0,31.6,31.7,32.0,-1,-0.622262871090627,True
1.3,1043.0,2.8,12.9,6.8,90.8,41.7,13.9,84.9,32.4,32.2,32.4,32.1,-1,-0.6221967236877083,True
2.8,1044.0,3.3,12.9,7.7,89.2,41.8,13.91,84.9,31.7,32.4,31.7,32.3,-1,-0.6221358925850962,True
7.8,1042.0,2.5,9.2,8.2,91.1,43.5,13.98,84.9,31.6,31.6,32.3,31.7,-1,-0.6220903189173952,True
115.3,3707.0,56.1,75.6,54.1,90.1,41.6,13.93,85.1,32.3,31.7,32.2,32.4,-1,-0.6220889779385258,True
116.9,3701.0,58.6,78.1,55.5,89.6,42.1,13.99,84.9,31.9,31.8,32.3,32.3,-1,-0.6220628640394317,True
-0.3,1098.0,3.3,14.4,6.8,88.6,43.3,13.92,84.9,31.8,32.3,32.3,32.4,-1,-0.6220196048514995,True
126.1,3782.0,61.3,80.1,57.9,90.1,42.3,13.9,85.1,31.8,31.8,32.2,31.7,-1,-0.621936932040779,True
124.1,3716.0,60.2,78.1,57.4,88.6,42.9,13.9,85.1,31.7,31.7,32.1,32.2,-1,-0.621910212863801,True
121.5,3733.0,58.3,77.7,54.3,91.5,42.5,13.94,85.1,31.6,31.7,31.6,31.9,-1,-0.6218579848082147,True
114.3,3620.0,53.2,71.9,53.5,90.9,41.7,13.97,85.1,32.3,31.7,31.9,32.4,-1,-0.6217657433657938,True
119.4,3732.0,58.9,79.8,54.4,88.6,41.6,13.94,84.9,31.9,32.2,32.3,31.7,-1,-0.621754110937392,True
4.1,1083.0,1.9,13.3,7.1,89.2,41.6,13.93,84.9,31.6,31.7,32.4,32.3,-1,-0.6217036663163499,True
123.6,3538.0,56.1,75.1,55.4,88.9,41.8,13.9,85.0,32.1,31.6,31.7,32.3,-1,-0.6216919384621554,True
120.1,3760.0,59.1,80.7,54.0,88.9,43.4,13.97,85.1,32.2,32.1,32.3,31.7,-1,-0.6216282277713809,True
119.4,3787.0,58.1,77.1,56.0,89.5,43.2,13.94,85.1,32.1,31.7,31.7,31.6,-1,-0.6215041849878291,True
123.9,3730.0,60.2,81.5,57.8,89.1,42.5,13.92,84.9,32.3,31.8,31.6,31.8,-1,-0.6215019525664314,True
119.5,3767.0,57.6,79.2,54.0,88.6,41.6,13.9,84.9,31.7,32.1,32.0,31.7,-1,-0.621404138256512,True
53.9,2726.0,34.1,53.8,30.0,91.4,41.6,13.9,85.1,32.2,32.4,32.3,31.6,-1,-0.6213934706313776,True
121.9,3767.0,60.6,80.1,58.5,91.5,42.1,13.95,85.1,31.8,32.2,32.2,31.7,-1,-0.621360863162993,True
125.9,3747.0,59.7,78.0,55.6,91.0,43.3,13.93,84.9,31.7,32.3,31.6,31.8,-1,-0.6213478856540355,True
110.5,3633.0,54.5,71.9,51.9,89.6,41.7,13.92,85.1,32.2,31.6,32.2,32.4,-1,-0.6213357172461117,True
13.7,1165.0,3.1,5.7,9.1,88.6,43.1,13.99,85.1,32.4,32.4,31.7,32.0,-1,-0.621321942790254,True
117.3,3721.0,57.3,78.7,54.3,89.0,42.8,13.96,85.1,32.1,31.7,31.6,32.4,-1,-0.6213028860665388,True
122.4,3792.0,58.2,78.9,53.4,88.9,43.1,13.91,85.0,31.6,32.4,32.3,32.3,-1,-0.6213024587851762,True
2.8,1103.0,2.1,11.5,7.2,89.3,42.0,13.99,84.9,31.9,32.4,32.4,31.7,-1,-0.6212949910438447,True
120.8,3760.0,57.8,74.6,52.8,89.5,42.1,13.9,85.1,31.6,31.6,32.0,31.6,-1,-0.6212854131642216,True
3.7,1075.0,3.3,12.6,7.2,88.5,43.5,13.96,85.1,32.2,31.6,31.7,32.2,-1,-0.621267052129869,True
127.3,3512.0,51.4,72.7,52.0,88.6,43.2,13.97,84.9,31.6,31.8,31.8,32.3,-1,-0.6212663598633044,True
8.1,1080.0,2.7,7.4,5.5,90.7,41.6,13.91,85.1,31.8,31.8,32.2,32.4,-1,-0.6212602363003451,True
124.3,3715.0,60.7,81.7,55.7,88.6,41.9,13.99,85.0,32.1,32.4,32.3,32.1,-1,-0.6212504974171583,True
100.6,3450.0,46.4,67.9,45.8,89.2,43.4,13.92,84.9,31.6,32.4,32.3,31.6,-1,-0.6212228440641107,True
113.7,3734.0,56.6,74.0,51.3,89.6,43.4,13.99,84.9,31.7,32.4,31.9,32.2,-1,-0.6212006300528583,True
26.0,1417.0,5.0,11.8,10.4,88.8,42.6,13.9,85.1,32.3,32.4,32.3,32.0,-1,-0.6211038097097729,True
122.1,3700.0,59.9,79.4,57.5,88.5,42.7,13.92,85.1,32.1,31.7,31.6,31.8,-1,-0.6210631199286635,True
125.9,3520.0,50.7,71.7,52.6,88.5,43.4,13.91,84.9,31.7,32.0,32.4,32.3,-1,-0.6209959370188591,True
5.6,1093.0,3.3,10.6,5.3,90.3,41.6,13.92,84.9,32.3,32.3,32.3,32.3,-1,-0.6209507484049008,True
2.1,1052.0,2.7,13.9,8.2,91.3,41.8,13.97,85.1,32.3,31.7,31.7,32.3,-1,-0.620831784426117,True
3.7,1079.0,3.2,11.8,8.2,91.5,41.7,13.92,85.1,32.4,31.7,32.3,31.8,-1,-0.6208146099873991,True
13.3,1012.0,3.8,7.2,7.3,89.3,43.3,13.99,84.9,32.4,31.7,31.9,31.6,-1,-0.6208068352766779,True
122.4,3699.0,58.8,78.2,56.4,89.8,42.7,13.91,85.1,32.4,31.7,31.7,32.1,-1,-0.6207999032749654,True
23.5,1181.0,6.0,9.1,11.6,89.3,43.3,13.95,85.1,32.3,32.4,32.3,32.2,-1,-0.620710256345116,True
20.1,1130.0,4.7,6.4,10.1,88.7,41.9,13.93,85.1,32.4,32.4,31.8,31.8,-1,-0.6206776455957473,True
5.9,1025.0,2.4,11.0,5.4,88.8,41.9,13.9,85.1,32.4,31.7,31.6,31.9,-1,-0.6206532773940853,True
114.5,3639.0,54.1,74.3,53.4,90.0,42.2,13.91,85.1,31.7,32.4,32.4,31.7,-1,-0.6205836219762433,True
124.8,3775.0,60.8,82.7,59.0,91.2,43.0,13.96,85.1,31.6,31.9,32.2,31.7,-1,-0.6204009678219997,True
109.1,3594.0,51.5,69.9,50.4,91.3,43.4,13.9,85.1,32.2,31.7,32.1,31.8,-1,-0.620370084661506,True
121.2,3737.0,58.2,78.0,56.4,90.0,42.7,13.96,84.9,32.4,31.6,31.7,31.7,-1,-0.6203542847797218,True
115.1,3730.0,56.3,76.1,51.8,91.5,41.6,13.91,84.9,32.3,32.0,31.8,32.3,-1,-0.6202630384814668,True
12.6,1056.0,2.4,8.2,6.4,90.8,41.9,13.99,85.1,32.3,31.7,31.7,32.3,-1,-0.6202101041458246,True
120.0,3726.0,57.5,77.5,55.5,91.4,42.7,13.98,85.1,31.7,32.3,32.2,32.3,-1,-0.6201464751295808,True
101.6,3399.0,47.5,66.4,47.4,90.8,43.4,13.91,85.1,32.3,31.7,32.4,31.7,-1,-0.6201441004917695,True
110.3,3537.0,53.1,71.9,48.3,91.1,41.9,13.92,85.1,32.0,31.7,31.6,32.4,-1,-0.620095247782368,True
114.0,3721.0,55.2,76.0,51.2,88.7,42.8,13.9,85.0,32.4,32.4,32.4,31.9,-1,-0.6200792911182568,True
125.8,3698.0,60.8,81.4,57.5,89.0,42.9,13.92,85.1,32.1,32.2,32.3,32.2,-1,-0.6200694723581701,True
16.9,1072.0,4.3,5.9,8.5,88.9,42.1,13.91,84.9,32.4,31.7,31.7,32.3,-1,-0.6200531608586823,True
117.6,3768.0,57.3,77.9,56.6,88.8,42.5,13.92,85.0,32.4,32.2,32.4,32.4,-1,-0.6200051917108931,True
127.9,3523.0,50.9,70.3,52.5,91.5,42.9,13.99,84.9,31.7,31.7,31.9,31.7,-1,-0.6200013747703045,True
124.2,3699.0,58.2,78.0,57.0,89.3,41.7,13.96,85.1,31.9,32.4,32.1,32.2,-1,-0.6199941635044891,True
123.4,3532.0,54.6,76.0,53.9,90.6,41.7,13.99,84.9,32.3,31.8,32.2,31.6,-1,-0.6199746367969013,True
103.0,3410.0,46.5,66.9,48.1,88.6,42.9,13.97,84.9,31.7,32.4,31.6,31.7,-1,-0.6199078810224701,True
32.1,1452.0,6.8,14.4,12.6,91.4,43.5,13.96,84.9,31.7,31.6,31.7,32.3,-1,-0.6199054037729239,True
11.2,1078.0,3.4,6.6,4.7,90.3,42.4,13.99,84.9,31.7,31.6,31.6,32.3,-1,-0.6199004033060805,True
122.0,3715.0,59.8,78.9,55.2,89.7,43.3,13.99,85.0,32.2,32.3,32.4,31.7,-1,-0.6198950757836148,True
125.9,3745.0,59.8,80.6,59.4,91.4,43.5,13.95,84.9,32.2,32.3,32.1,32.4,-1,-0.6198251121307222,True
118.2,3746.0,56.5,77.2,55.4,89.6,42.5,13.9,85.1,31.7,31.7,32.4,32.1,-1,-0.6198211367468068,True
125.5,3711.0,59.3,80.7,57.3,91.3,42.7,13.9,85.0,31.8,31.7,32.3,32.3,-1,-0.6197284431904607,True
115.4,3729.0,55.9,72.9,54.1,91.2,43.2,13.95,85.1,32.1,31.6,31.8,32.2,-1,-0.6197128501117568,True
107.5,3614.0,51.5,71.3,51.5,91.4,41.9,13.93,85.1,31.7,32.4,31.9,31.6,-1,-0.6196821392769131,True
8.1,1014.0,2.6,8.9,4.8,88.5,42.0,13.97,85.1,31.8,31.7,31.8,32.4,-1,-0.6196687453113431,True
9.7,1092.0,2.2,10.6,7.1,91.3,41.7,13.99,85.1,32.4,32.3,32.1,32.3,-1,-0.6196242347743286,True
5.9,1067.0,2.6,8.1,5.8,88.7,41.8,13.97,85.1,32.3,32.4,32.1,31.6,-1,-0.6196052787973786,True
121.6,3731.0,60.5,80.6,58.7,91.0,41.7,13.98,84.9,32.0,32.0,32.3,32.3,-1,-0.6195441012604026,True
6.2,1082.0,3.1,7.9,5.8,90.7,42.1,13.98,85.1,31.9,31.6,32.2,32.4,-1,-0.6195125882919161,True
49.9,1677.0,11.2,17.0,17.1,88.5,41.7,13.91,84.9,32.1,32.2,32.4,32.3,-1,-0.6194820374654483,True
127.0,3698.0,60.4,82.3,56.8,88.7,42.2,13.98,85.1,31.9,31.7,32.1,31.9,-1,-0.6194701170738425,True
7.6,1064.0,2.1,8.2,6.6,89.5,42.7,13.9,84.9,32.4,32.2,32.4,32.3,-1,-0.6194103143312506,True
119.3,3722.0,58.1,78.5,57.3,88.6,43.5,13.95,85.0,32.3,31.7,31.7,32.3,-1,-0.6193386141791354,True
4.1,1071.0,3.2,12.1,4.7,89.8,43.4,13.91,85.1,31.6,31.8,32.1,31.6,-1,-0.6193213419541034,True
112.8,3587.0,52.9,70.5,50.7,91.0,42.9,13.98,85.1,31.7,31.6,32.4,31.9,-1,-0.6192976398504528,True
115.4,3767.0,55.6,76.7,54.0,89.3,42.9,13.99,85.1,32.4,32.2,31.7,32.0,-1,-0.6192346434762553,True
122.8,3739.0,60.2,81.7,56.4,89.4,41.8,13.92,84.9,32.3,32.1,32.2,32.4,-1,-0.6191968760475681,True
15.6,1049.0,1.6,5.8,6.3,91.4,41.9,13.97,84.9,31.6,31.7,32.4,31.7,-1,-0.6191896044811902,True
9.2,1363.0,9.4,20.7,12.2,91.3,41.9,13.98,84.9,32.3,32.1,32.3,32.4,-1,-0.6191439731815422,True
123.4,3776.0,61.5,80.5,55.9,90.7,43.1,13.99,85.1,32.3,32.1,32.2,31.9,-1,-0.6191001030102387,True
4.9,1032.0,2.3,11.7,5.2,90.5,43.4,13.9,84.9,31.8,31.6,32.4,31.9,-1,-0.6190792735301438,True
25.7,1008.0,7.5,22.4,18.0,90.9,41.6,13.99,85.1,31.9,31.6,32.0,32.4,-1,-0.619078918834763,True
9.5,1039.0,1.9,8.0,7.0,91.3,43.2,13.9,85.1,32.2,31.6,31.9,31.7,-1,-0.6190039671716788,True
113.4,3741.0,55.1,72.9,53.2,89.3,41.9,13.9,84.9,31.6,32.4,32.2,31.9,-1,-0.618969962579783,True
118.8,3795.0,58.8,78.1,56.4,90.2,43.4,13.92,85.1,31.6,32.0,32.2,31.7,-1,-0.618946789131219,True
109.0,3448.0,50.6,69.1,50.1,89.3,43.5,13.91,84.9,32.3,32.3,32.4,31.6,-1,-0.6189306278055853,True
118.8,3752.0,58.3,77.9,56.7,91.4,43.0,13.93,84.9,31.8,31.8,32.4,32.2,-1,-0.6189032501383296,True
127.4,3014.0,31.1,52.9,42.4,88.8,43.2,13.99,84.9,31.7,31.6,32.3,32.4,-1,-0.6188104231204771,True
17.4,1237.0,4.2,5.9,10.5,88.9,42.2,13.99,85.1,32.2,31.6,31.8,31.7,-1,-0.6187548250079711,True
119.4,3766.0,58.2,78.1,56.9,89.6,43.5,13.99,85.1,31.7,31.9,31.9,32.3,-1,-0.6186266190748294,True
8.1,1086.0,2.1,8.8,5.1,90.2,42.2,13.99,85.1,31.7,31.7,32.4,32.3,-1,-0.6186167078790663,True
122.3,3738.0,57.2,76.2,53.0,88.9,42.6,13.91,85.0,31.7,31.6,31.7,32.4,-1,-0.6185743977557575,True
116.0,3785.0,57.0,75.4,53.8,90.1,42.0,13.99,85.1,32.1,32.4,31.8,31.7,-1,-0.6185619998484757,True
124.4,3366.0,46.4,68.5,49.4,91.3,43.4,13.9,85.1,31.7,31.7,32.2,31.8,-1,-0.6185422620760934,True
121.0,3755.0,58.5,80.8,57.2,88.7,43.0,13.99,84.9,31.8,32.2,32.1,31.7,-1,-0.6185302130103839,True
58.0,1779.0,12.6,20.4,19.1,88.7,41.9,13.99,84.9,32.4,32.1,32.4,31.7,-1,-0.6184909037463725,True
5.1,1072.0,2.7,10.7,8.1,90.7,41.6,13.9,85.1,32.1,32.2,31.6,32.2,-1,-0.6184755338911768,True
121.6,3744.0,59.9,78.7,57.7,89.9,43.3,13.97,85.1,32.0,31.6,32.4,32.2,-1,-0.6184671469862185,True
125.6,3732.0,60.0,80.7,54.7,90.7,42.1,13.92,85.1,31.8,32.1,32.4,31.8,-1,-0.6184653005472749,True
9.9,1083.0,1.7,5.1,5.5,90.2,43.2,13.91,84.9,32.3,32.4,32.3,32.3,-1,-0.6183879264834685,True
121.4,3696.0,59.9,79.7,55.6,89.9,42.0,13.99,84.9,31.6,32.0,32.3,32.2,-1,-0.6183496669892176,True
128.7,3455.0,52.0,73.2,51.1,91.3,41.7,13.9,85.1,32.1,31.7,31.8,32.2,-1,-0.618261534777867,True
15.9,1097.0,2.6,8.6,7.8,90.9,43.1,13.97,84.9,32.3,31.6,32.4,32.2,-1,-0.6182606839395434,True
118.9,3779.0,59.8,78.0,55.7,91.4,42.7,13.91,85.1,31.7,31.9,32.3,32.1,-1,-0.6182358965334848,True
118.1,3777.0,57.4,76.3,53.9,88.6,41.7,13.99,84.9,32.3,32.3,31.9,31.9,-1,-0.6181566624121576,True
8.8,1021.0,2.2,9.3,5.5,90.9,41.6,13.99,84.9,32.3,31.6,31.7,31.9,-1,-0.6181158925422414,True
117.9,3751.0,58.3,78.2,55.8,89.1,42.2,13.97,85.1,32.4,31.9,31.7,31.7,-1,-0.61808347672685,True
31.7,1434.0,6.6,11.6,13.5,90.9,42.2,13.98,85.1,32.3,32.1,32.4,32.4,-1,-0.6180583714901382,True
120.6,3794.0,59.3,79.8,57.2,88.8,41.6,13.95,85.0,32.2,32.3,32.3,32.4,-1,-0.618030342916616,True
4.1,1093.0,2.0,13.0,7.5,89.3,41.6,13.91,84.9,32.0,32.4,32.3,32.3,-1,-0.6180119735005926,True
44.7,1671.0,10.5,19.8,17.0,91.5,41.6,13.91,85.1,31.8,32.3,31.8,31.6,-1,-0.6179649632979212,True
125.0,3536.0,56.4,74.2,56.0,89.8,42.4,13.99,85.1,32.0,32.2,31.6,31.6,-1,-0.6177230336671315,True
12.1,1078.0,2.3,6.7,7.7,91.1,41.6,13.92,85.1,31.7,32.1,32.4,32.1,-1,-0.6177196768659927,True
125.0,3747.0,60.5,81.3,58.9,90.8,43.0,13.94,85.1,32.1,31.8,32.3,31.6,-1,-0.6177005057099871,True
128.8,3031.0,33.0,54.5,45.0,91.3,43.3,13.9,85.1,32.4,32.1,31.9,32.4,-1,-0.6176523923612607,True
118.9,3791.0,58.7,78.5,55.4,91.0,41.8,13.94,85.1,32.3,31.9,31.7,31.7,-1,-0.6176377303538022,True
37.5,1509.0,7.6,15.0,12.8,91.1,41.7,13.91,85.1,31.8,31.6,31.8,32.3,-1,-0.6176370115626537,True
3.4,1094.0,1.6,13.4,7.9,90.3,42.7,13.91,85.1,31.7,31.6,32.2,32.3,-1,-0.617633656909567,True
123.8,3772.0,59.4,79.6,57.2,89.6,41.6,13.98,84.9,32.3,32.1,32.0,31.6,-1,-0.6176219526341528,True
120.0,3750.0,58.1,79.8,56.1,91.5,41.7,13.91,84.9,32.3,32.2,32.2,32.1,-1,-0.6175987203373425,True
119.9,3708.0,58.6,77.3,53.2,88.9,42.2,13.96,85.1,31.6,31.9,31.6,31.7,-1,-0.6175190613473268,True
122.3,3749.0,60.4,79.0,58.3,90.2,42.3,13.94,85.1,32.2,32.4,31.6,32.1,-1,-0.6174824164639536,True
7.1,1022.0,2.9,13.0,6.0,88.7,42.9,13.92,84.9,31.6,32.2,31.6,32.4,-1,-0.6174310441921681,True
11.6,1054.0,2.8,4.8,7.8,91.0,41.8,13.9,85.0,32.3,31.6,31.7,32.2,-1,-0.6174295065203246,True
122.7,3754.0,60.7,81.1,57.2,89.5,41.7,13.98,84.9,32.1,32.4,32.3,32.0,-1,-0.6174184516272749,True
123.4,3724.0,58.9,80.2,55.7,89.0,42.9,13.99,85.0,31.7,31.8,31.6,32.3,-1,-0.6172972920861335,True
118.3,3715.0,58.2,79.2,56.6,91.1,43.4,13.97,84.9,31.7,32.1,32.0,32.4,-1,-0.6172704133100715,True
1.4,1035.0,3.0,14.4,7.5,90.9,41.6,13.9,85.0,31.8,31.7,32.3,32.3,-1,-0.6172259757630032,True
123.4,3771.0,58.2,77.9,55.2,91.3,43.4,13.91,85.0,31.6,31.7,32.3,32.1,-1,-0.6172225852573758,True
118.3,3699.0,57.7,77.5,54.3,89.2,43.4,13.93,85.1,31.8,32.4,31.8,32.2,-1,-0.6171127502690162,True
17.3,1668.0,13.1,23.7,13.3,89.0,41.7,13.98,85.1,32.3,32.1,32.4,32.2,-1,-0.6170365460199194,True
112.9,3686.0,54.1,74.7,49.6,91.5,43.3,13.94,85.1,32.2,31.7,32.3,32.4,-1,-0.6170268911153364,True
23.1,1780.0,17.3,31.3,16.2,88.5,41.9,13.99,85.1,31.7,31.7,32.3,32.3,-1,-0.617003574726311,True
114.4,3791.0,55.3,73.5,54.1,91.2,41.7,13.9,85.1,32.2,32.0,31.6,32.1,-1,-0.6169822199419036,True
42.7,1610.0,9.5,17.1,16.5,88.5,43.1,13.91,84.9,32.0,31.6,32.4,32.3,-1,-0.6169227154385193,True
126.2,3789.0,59.9,81.2,58.7,89.9,41.8,13.99,84.9,32.1,31.9,31.6,32.3,-1,-0.6169071344648841,True
121.0,3713.0,56.9,75.0,55.7,91.1,42.9,13.93,85.1,31.9,31.7,31.6,32.2,-1,-0.61689915478043,True
122.8,3743.0,61.0,80.3,57.9,90.4,41.7,13.99,84.9,32.0,32.1,32.4,32.1,-1,-0.6168830080669467,True
122.9,3715.0,60.3,81.7,59.4,90.5,41.7,13.99,85.0,31.8,32.2,32.3,31.7,-1,-0.6168358395976632,True
123.7,3774.0,59.0,78.6,55.5,88.7,42.8,13.92,84.9,31.8,31.8,32.3,31.7,-1,-0.6167580747712758,True
127.5,3568.0,56.2,76.1,55.5,88.6,42.1,13.93,84.9,31.7,31.7,32.0,31.6,-1,-0.6167249354083695,True
127.8,3521.0,54.8,76.7,54.7,88.7,42.2,13.91,84.9,31.6,32.3,32.0,32.4,-1,-0.6167187140609374,True
13.1,1486.0,9.2,19.9,13.0,88.7,42.2,13.95,84.9,32.3,32.3,32.4,32.3,-1,-0.6166623392418006,True
17.2,1094.0,4.7,7.6,11.7,90.0,43.3,13.91,85.1,32.4,31.9,32.4,31.6,-1,-0.6166012246161326,True
6.3,1026.0,1.7,11.3,6.9,90.3,41.6,13.92,84.9,32.4,32.2,31.9,32.4,-1,-0.6165853665127713,True
9.7,1065.0,1.6,10.1,8.2,89.0,42.1,13.9,84.9,32.4,31.7,32.0,32.3,-1,-0.6165635085493905,True
116.5,3754.0,58.3,77.1,52.7,91.0,42.3,13.98,85.1,32.2,31.9,31.8,31.6,-1,-0.6165386244281831,True
3.4,1082.0,2.9,12.1,7.1,88.8,41.6,13.97,85.1,32.3,32.3,32.3,32.1,-1,-0.6165214680099529,True
24.9,1256.0,4.3,8.8,9.7,88.7,41.7,13.99,85.1,32.3,32.2,31.7,31.7,-1,-0.6165133234758748,True
69.2,3295.0,40.5,62.9,42.4,91.5,41.7,13.99,85.1,32.3,31.9,32.4,32.2,-1,-0.616512445148276,True
6.9,1023.0,2.4,10.8,5.4,90.1,41.8,13.9,85.1,32.3,31.8,32.4,32.1,-1,-0.616488095516781,True
118.1,3771.0,57.2,76.2,52.3,89.1,41.9,13.95,84.9,31.7,31.7,32.4,31.7,-1,-0.6164443087198797,True
127.1,3431.0,51.7,72.8,53.3,90.9,43.4,13.94,85.1,32.3,32.1,32.3,32.4,-1,-0.6164365849714554,True
126.1,3038.0,28.5,46.8,43.7,90.7,41.6,13.99,85.1,32.4,31.9,32.4,32.0,-1,-0.6164185373147576,True
5.4,1104.0,2.5,12.5,7.6,90.5,41.6,13.9,84.9,32.1,32.4,32.0,31.6,-1,-0.6164103951153306,True
127.7,3614.0,55.5,76.0,55.9,88.8,42.8,13.99,85.0,31.7,31.8,31.8,32.4,-1,-0.6164064767613983,True
128.6,3448.0,51.8,70.9,53.5,90.8,41.8,13.9,85.1,31.8,32.4,31.8,31.7,-1,-0.6163955681477522,True
123.3,3780.0,61.4,81.7,58.1,90.4,43.2,13.9,85.0,31.8,32.1,32.4,31.7,-1,-0.6163425696956907,True
125.9,3382.0,46.6,67.5,50.9,89.6,43.4,13.99,85.1,32.4,32.1,32.4,31.8,-1,-0.6163307680965157,True
8.1,1093.0,3.3,7.1,5.3,88.5,43.0,13.91,85.0,31.6,31.8,32.2,31.6,-1,-0.6163130155168243,True
120.7,3696.0,59.0,79.2,56.9,90.9,42.9,13.92,85.0,31.7,31.8,32.3,32.4,-1,-0.6163061752699694,True
69.6,3295.0,41.6,65.6,41.7,89.0,43.3,13.9,85.1,31.7,31.8,31.6,32.4,-1,-0.6162862796982173,True
9.2,1057.0,2.6,9.9,5.4,88.6,41.8,13.99,84.9,32.4,31.7,32.2,31.8,-1,-0.6162774678313166,True
10.0,1059.0,2.8,7.9,7.3,91.2,41.7,13.9,84.9,32.2,32.3,31.7,31.6,-1,-0.6162612748016459,True
7.7,1074.0,3.4,8.8,6.8,91.3,43.4,13.9,84.9,32.2,32.4,32.2,32.3,-1,-0.6161974634168105,True
124.9,3353.0,47.1,68.5,49.7,91.2,43.3,13.94,85.1,31.6,32.4,31.6,31.8,-1,-0.6161626604984961,True
